# Sytem: pos_x , pos_y , den_1 , den_2 , vel_x , vel_y , pressure , walls
1  1  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  1
1  2  1.118121677  0.021738422  0.000010079  0.000000026  0.407662436  0
1  3  0.992171147  0.030677171  0.000010034  0.000000132  0.375647624  0
1  4  0.976947916  0.034932260  0.000009943  0.000000395  0.376198171  0
1  5  0.969466226  0.036520168  0.000009805  0.000000878  0.375690577  0
1  6  0.966623903  0.037034265  0.000009650  0.000001669  0.375362677  0
1  7  0.965619393  0.037232964  0.000009493  0.000002732  0.375270394  0
1  8  0.965253240  0.037305695  0.000009339  0.000004102  0.375237077  0
1  9  0.965117966  0.037332226  0.000009191  0.000005724  0.375224267  0
1  10  0.965068284  0.037342030  0.000009050  0.000007622  0.375219645  0
1  11  0.965049812  0.037345706  0.000008916  0.000009736  0.375217972  0
1  12  0.965042709  0.037347148  0.000008791  0.000012089  0.375217369  0
1  13  0.965039724  0.037347785  0.000008674  0.000014618  0.375217159  0
1  14  0.965038202  0.037348138  0.000008567  0.000017342  0.375217093  0
1  15  0.965037170  0.037348399  0.000008469  0.000020197  0.375217079  0
1  16  0.965036275  0.037348636  0.000008382  0.000023201  0.375217083  0
1  17  0.965035391  0.037348875  0.000008305  0.000026289  0.375217093  0
1  18  0.965034473  0.037349124  0.000008238  0.000029478  0.375217105  0
1  19  0.965033507  0.037349386  0.000008181  0.000032704  0.375217117  0
1  20  0.965032492  0.037349660  0.000008135  0.000035981  0.375217128  0
1  21  0.965031428  0.037349946  0.000008100  0.000039246  0.375217138  0
1  22  0.965030319  0.037350243  0.000008075  0.000042516  0.375217147  0
1  23  0.965029169  0.037350550  0.000008060  0.000045727  0.375217155  0
1  24  0.965027982  0.037350866  0.000008055  0.000048896  0.375217162  0
1  25  0.965026761  0.037351190  0.000008059  0.000051961  0.375217168  0
1  26  0.965025512  0.037351521  0.000008073  0.000054942  0.375217173  0
1  27  0.965024238  0.037351858  0.000008096  0.000057778  0.375217177  0
1  28  0.965022944  0.037352200  0.000008128  0.000060489  0.375217180  0
1  29  0.965021633  0.037352545  0.000008167  0.000063019  0.375217182  0
1  30  0.965020309  0.037352893  0.000008215  0.000065388  0.375217183  0
1  31  0.965018978  0.037353243  0.000008269  0.000067544  0.375217184  0
1  32  0.965017641  0.037353593  0.000008330  0.000069509  0.375217183  0
1  33  0.965016304  0.037353943  0.000008397  0.000071233  0.375217182  0
1  34  0.965014970  0.037354292  0.000008470  0.000072740  0.375217181  0
1  35  0.965013642  0.037354638  0.000008547  0.000073986  0.375217178  0
1  36  0.965012324  0.037354982  0.000008629  0.000074995  0.375217176  0
1  37  0.965011020  0.037355321  0.000008715  0.000075726  0.375217172  0
1  38  0.965009734  0.037355656  0.000008804  0.000076205  0.375217169  0
1  39  0.965008467  0.037355986  0.000008896  0.000076398  0.375217164  0
1  40  0.965007223  0.037356309  0.000008989  0.000076329  0.375217160  0
1  41  0.965006005  0.037356624  0.000009085  0.000075969  0.375217155  0
1  42  0.965004817  0.037356933  0.000009180  0.000075345  0.375217150  0
1  43  0.965003660  0.037357232  0.000009277  0.000074431  0.375217144  0
1  44  0.965002537  0.037357523  0.000009373  0.000073254  0.375217139  0
1  45  0.965001451  0.037357804  0.000009468  0.000071794  0.375217133  0
1  46  0.965000404  0.037358075  0.000009562  0.000070078  0.375217128  0
1  47  0.964999398  0.037358334  0.000009654  0.000068090  0.375217122  0
1  48  0.964998436  0.037358583  0.000009744  0.000065858  0.375217117  0
1  49  0.964997518  0.037358820  0.000009832  0.000063369  0.375217111  0
1  50  0.964996647  0.037359044  0.000009916  0.000060653  0.375217106  0
1  51  0.964995825  0.037359256  0.000009997  0.000057701  0.375217101  0
1  52  0.964995054  0.037359455  0.000010074  0.000054540  0.375217096  0
1  53  0.964994333  0.037359641  0.000010146  0.000051168  0.375217091  0
1  54  0.964993666  0.037359813  0.000010214  0.000047610  0.375217086  0
1  55  0.964993052  0.037359971  0.000010277  0.000043867  0.375217082  0
1  56  0.964992494  0.037360114  0.000010335  0.000039966  0.375217078  0
1  57  0.964991993  0.037360243  0.000010388  0.000035909  0.375217075  0
1  58  0.964991548  0.037360358  0.000010435  0.000031723  0.375217071  0
1  59  0.964991161  0.037360457  0.000010476  0.000027413  0.375217069  0
1  60  0.964990832  0.037360542  0.000010511  0.000023005  0.375217066  0
1  61  0.964990562  0.037360611  0.000010540  0.000018507  0.375217064  0
1  62  0.964990352  0.037360665  0.000010563  0.000013942  0.375217063  0
1  63  0.964990202  0.037360704  0.000010579  0.000009323  0.375217061  0
1  64  0.964990112  0.037360727  0.000010588  0.000004671  0.375217061  0
1  65  0.964990081  0.037360735  0.000010592  0.000000000  0.375217061  0
1  66  0.964990112  0.037360727  0.000010588  -0.000004671  0.375217061  0
1  67  0.964990202  0.037360704  0.000010579  -0.000009323  0.375217061  0
1  68  0.964990352  0.037360665  0.000010563  -0.000013942  0.375217063  0
1  69  0.964990562  0.037360611  0.000010540  -0.000018507  0.375217064  0
1  70  0.964990832  0.037360542  0.000010511  -0.000023005  0.375217066  0
1  71  0.964991161  0.037360457  0.000010476  -0.000027413  0.375217069  0
1  72  0.964991548  0.037360358  0.000010435  -0.000031723  0.375217071  0
1  73  0.964991993  0.037360243  0.000010388  -0.000035909  0.375217075  0
1  74  0.964992494  0.037360114  0.000010335  -0.000039966  0.375217078  0
1  75  0.964993052  0.037359971  0.000010277  -0.000043867  0.375217082  0
1  76  0.964993666  0.037359813  0.000010214  -0.000047610  0.375217086  0
1  77  0.964994333  0.037359641  0.000010146  -0.000051168  0.375217091  0
1  78  0.964995054  0.037359455  0.000010074  -0.000054540  0.375217096  0
1  79  0.964995825  0.037359256  0.000009997  -0.000057701  0.375217101  0
1  80  0.964996647  0.037359044  0.000009916  -0.000060653  0.375217106  0
1  81  0.964997518  0.037358820  0.000009832  -0.000063369  0.375217111  0
1  82  0.964998436  0.037358583  0.000009744  -0.000065858  0.375217117  0
1  83  0.964999398  0.037358334  0.000009654  -0.000068090  0.375217122  0
1  84  0.965000404  0.037358075  0.000009562  -0.000070078  0.375217128  0
1  85  0.965001451  0.037357804  0.000009468  -0.000071794  0.375217133  0
1  86  0.965002537  0.037357523  0.000009373  -0.000073254  0.375217139  0
1  87  0.965003660  0.037357232  0.000009277  -0.000074431  0.375217144  0
1  88  0.965004817  0.037356933  0.000009180  -0.000075345  0.375217150  0
1  89  0.965006005  0.037356624  0.000009085  -0.000075969  0.375217155  0
1  90  0.965007223  0.037356309  0.000008989  -0.000076329  0.375217160  0
1  91  0.965008467  0.037355986  0.000008896  -0.000076398  0.375217164  0
1  92  0.965009734  0.037355656  0.000008804  -0.000076205  0.375217169  0
1  93  0.965011020  0.037355321  0.000008715  -0.000075726  0.375217172  0
1  94  0.965012324  0.037354982  0.000008629  -0.000074995  0.375217176  0
1  95  0.965013642  0.037354638  0.000008547  -0.000073986  0.375217178  0
1  96  0.965014970  0.037354292  0.000008470  -0.000072740  0.375217181  0
1  97  0.965016304  0.037353943  0.000008397  -0.000071233  0.375217182  0
1  98  0.965017641  0.037353593  0.000008330  -0.000069509  0.375217183  0
1  99  0.965018978  0.037353243  0.000008269  -0.000067544  0.375217184  0
1  100  0.965020309  0.037352893  0.000008215  -0.000065388  0.375217183  0
1  101  0.965021633  0.037352545  0.000008167  -0.000063019  0.375217182  0
